key_id,player_id,family_name,given_name,birth_date,goal_keeper,defender,midfielder,forward,count_tournaments,list_tournaments,player_wikipedia_link
61,P-00659,Adamache,Stere,1941-08-17,1,0,0,0,1,1970,https://en.wikipedia.org/wiki/Stere_Adamache
62,P-03688,Adamec,Jozef,1942-02-26,0,0,0,1,2,"1962, 1970",https://en.wikipedia.org/wiki/Jozef_Adamec
63,P-08988,Adams,Ferdinand,1903-05-03,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Ferdinand_Adams
64,P-06941,Adams,Stephen,1989-09-28,1,0,0,0,1,2014,https://en.wikipedia.org/wiki/Stephen_Adams_(footballer)
65,P-08896,Adams,Tony,1966-10-10,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Tony_Adams
66,P-07835,Adamson,Jimmy,1929-04-04,0,0,1,0,1,1962,https://en.wikipedia.org/wiki/Jimmy_Adamson
67,P-03870,Adãozinho,not applicable,1923-04-02,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/Ad%C3%A3o_Nunes_Dornelles
68,P-00163,Addo,Eric,1978-11-12,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Eric_Addo
69,P-09971,Addo,Otto,1975-06-09,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Otto_Addo
70,P-08496,Addy,Lee,1985-09-26,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Lee_Addy
71,P-05661,Adebayor,Emmanuel,1984-02-26,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Emmanuel_Adebayor
72,P-06220,Adelardo,not applicable,1939-09-26,0,0,1,0,2,"1962, 1966",https://en.wikipedia.org/wiki/Adelardo_Rodr%C3%ADguez
73,P-08351,Adeleye,Dele,1988-12-25,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Dele_Adeleye
74,P-04188,Ademir,not applicable,1922-11-08,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/Ademir_Marques_de_Menezes
75,P-07662,Adepoju,Mutiu,1970-12-22,0,0,1,0,3,"1994, 1998, 2002",https://en.wikipedia.org/wiki/Mutiu_Adepoju
76,P-00088,Adiyiah,Dominic,1989-11-29,0,0,0,1,1,2010,https://en.wikipedia.org/wiki/Dominic_Adiyiah
77,P-07070,Adjei,Sammy,1980-09-01,1,0,0,0,1,2006,https://en.wikipedia.org/wiki/Sammy_Adjei
78,P-02968,Ado,not applicable,1946-07-04,1,0,0,0,1,1970,https://en.wikipedia.org/wiki/Ado_(footballer)
79,P-05758,Adomah,Albert,1987-12-13,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Albert_Adomah
80,P-08367,Adriano,not applicable,1982-02-17,0,0,0,1,1,2006,"https://en.wikipedia.org/wiki/Adriano_(footballer,_born_1982)"
81,P-08418,Advíncula,Luis,1990-03-02,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Luis_Adv%C3%ADncula
82,P-09079,Aeby,Georges,1910-09-10,0,0,0,1,1,1938,https://en.wikipedia.org/wiki/Georges_Aeby
83,P-00906,Aeby,Paul,1910-09-10,0,0,0,1,1,1938,https://en.wikipedia.org/wiki/Paul_Aeby
84,P-02560,Afellay,Ibrahim,1986-04-02,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/Ibrahim_Afellay
85,P-07574,Afful,Harrison,1986-06-24,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Harrison_Afful
86,P-02686,Afolabi,Rabiu,1980-04-18,0,1,0,0,2,"2002, 2010",https://en.wikipedia.org/wiki/Rabiu_Afolabi
87,P-05721,Afonin,Valentin,1939-12-22,0,1,1,0,2,"1966, 1970",https://en.wikipedia.org/wiki/Valentin_Afonin
88,P-08254,Afonsinho,not applicable,1914-03-08,0,0,1,0,1,1938,"https://en.wikipedia.org/wiki/Afonsinho_(footballer,_born_1914)"
89,P-05991,Agassa,Kossi,1978-07-02,1,0,0,0,1,2006,https://en.wikipedia.org/wiki/Kossi_Agassa
90,P-09211,Agbim,Chigozie,1984-11-28,1,0,0,0,1,2014,https://en.wikipedia.org/wiki/Chigozie_Agbim
91,P-07029,Agbo,Hans,1967-09-26,0,1,0,0,1,1994,https://en.wikipedia.org/wiki/Hans_Agbo
92,P-07762,Agboh,Kuami,1977-12-28,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Kuami_Agboh
93,P-05233,Agbonavbare,Wilfred,1966-10-05,1,0,0,0,1,1994,https://en.wikipedia.org/wiki/Wilfred_Agbonavbare
94,P-08906,Agger,Daniel,1984-12-12,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Daniel_Agger
95,P-04240,Aghahowa,Julius,1982-02-12,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/Julius_Aghahowa
96,P-07349,Agoos,Jeff,1968-05-02,0,1,0,0,2,"1998, 2002",https://en.wikipedia.org/wiki/Jeff_Agoos
97,P-03564,Agrebi,Hamadi,1951-03-20,0,0,1,0,1,1978,https://en.wikipedia.org/wiki/Mohamed_Ben_Rehaiem
98,P-03208,Agu,Alloysius,1967-07-12,1,0,0,0,1,1994,https://en.wikipedia.org/wiki/Alloysius_Agu
99,P-00354,Águas,Rui,1960-04-28,0,0,0,1,1,1986,https://en.wikipedia.org/wiki/Rui_%C3%81guas_(footballer)
100,P-09997,Agüero,Juan Bautista,1935-06-24,0,0,0,1,1,1958,https://en.wikipedia.org/wiki/Juan_Bautista_Ag%C3%BCero
101,P-01157,Agüero,Sergio,1988-06-02,0,0,0,1,3,"2010, 2014, 2018",https://en.wikipedia.org/wiki/Sergio_Ag%C3%BCero
102,P-09009,Aguilar,Abel,1985-01-06,0,0,1,0,2,"2014, 2018",https://en.wikipedia.org/wiki/Abel_Aguilar
103,P-08992,Aguilar,Paul,1986-03-06,0,1,0,0,2,"2010, 2014",https://en.wikipedia.org/wiki/Paul_Aguilar
104,P-07137,Aguilar,Samuel,1933-03-16,1,0,0,0,1,1958,https://en.wikipedia.org/wiki/Samuel_Aguilar
105,P-07757,Aguilera,Carlos,1964-09-21,0,0,0,1,2,"1986, 1990",https://en.wikipedia.org/wiki/Carlos_Aguilera_(Uruguayan_footballer)
106,P-09611,Aguilera,Carlos,1969-05-22,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Carlos_Aguilera_(Spanish_footballer)
107,P-05744,Aguilera,Edgar,1975-07-28,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Edgar_Aguilera
108,P-00815,Aguilera,Juan,1903-10-23,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Juan_Aguilera_(Chilean_footballer)
109,P-08649,Aguilera,Oscar,1935-03-11,0,0,0,1,1,1958,https://en.wikipedia.org/wiki/Oscar_Aguilera
110,P-05308,Aguinaga,Álex,1968-07-09,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/%C3%81lex_Aguinaga
111,P-00053,Aguirre,Francisco,not available,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Francisco_Aguirre_(Paraguayan_footballer)
112,P-05703,Aguirre,Javier,1958-12-01,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Javier_Aguirre
113,P-03329,Agyei,Daniel,1989-11-10,1,0,0,0,1,2010,https://en.wikipedia.org/wiki/Daniel_Agyei
114,P-04018,Agyemang-Badu,Emmanuel,1990-12-02,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Emmanuel_Agyemang-Badu
115,P-00513,Ahlström,Thomas,1952-07-17,0,0,1,0,1,1974,https://en.wikipedia.org/wiki/Thomas_Ahlstr%C3%B6m
116,P-04700,Åhlund,Olle,1920-08-22,0,0,1,0,1,1950,https://en.wikipedia.org/wiki/Olle_%C3%85hlund
117,P-04020,Ahmadi,Rahman,1980-07-30,1,0,0,0,1,2014,https://en.wikipedia.org/wiki/Rahman_Ahmadi
118,P-00980,Åhman,Ronald,1957-01-31,0,0,1,0,1,1978,https://en.wikipedia.org/wiki/Ronald_%C3%85hman
119,P-02885,Ahmed,Issah,1982-05-24,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Issah_Gabriel_Ahmed
120,P-07103,Ahn,Jung-hwan,1976-01-27,0,0,0,1,3,"2002, 2006, 2010",https://en.wikipedia.org/wiki/Ahn_Jung-hwan
121,P-04538,Ahorlu,Stephen,1988-09-05,1,0,0,0,1,2010,https://en.wikipedia.org/wiki/Stephen_Ahorlu
122,P-01444,Ahumada,Sergio,1948-10-02,0,0,0,1,1,1974,https://en.wikipedia.org/wiki/Sergio_Ahumada
123,P-05481,Aigner,Ernst,1966-10-31,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/Ernst_Aigner
124,P-08308,Aimar,Pablo,1979-11-03,0,0,1,0,2,"2002, 2006",https://en.wikipedia.org/wiki/Pablo_Aimar
125,P-00834,Aird,Jock,1926-02-18,0,1,0,0,1,1954,https://en.wikipedia.org/wiki/Jock_Aird
126,P-00577,Airosa,Marco,1984-08-06,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Marco_Airosa
127,P-01832,Aït Bennasser,Youssef,1996-07-07,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Youssef_A%C3%AFt_Bennasser
128,P-04735,Aitken,Roy,1958-11-24,0,1,0,0,2,"1986, 1990",https://en.wikipedia.org/wiki/Roy_Aitken
129,P-04960,Aiyenugba,Dele,1983-11-20,1,0,0,0,1,2010,https://en.wikipedia.org/wiki/Dele_Aiyenugba
130,P-04983,Akalé,Kanga,1981-03-07,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Kanga_Akal%C3%A9
131,P-07871,Akanji,Manuel,1995-07-19,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Manuel_Akanji
132,P-01613,Akgün,Kaçmaz,1935-02-19,0,1,0,0,1,1954,https://en.wikipedia.org/wiki/Ka%C3%A7maz_Akg%C3%BCn
133,P-04144,Akid,Mohamed,1949-07-05,0,0,0,1,1,1978,https://en.wikipedia.org/wiki/Mohamed_Akid
134,P-09250,Akinfeev,Igor,1986-04-08,1,0,0,0,2,"2014, 2018",https://en.wikipedia.org/wiki/Igor_Akinfeev
135,P-03016,Akita,Yutaka,1970-08-06,0,1,0,0,2,"1998, 2002",https://en.wikipedia.org/wiki/Yutaka_Akita
136,P-00505,Akoto,Eric,1980-07-20,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Eric_Akoto
137,P-05826,Akpa Akpro,Jean-Daniel,1992-10-11,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Jean-Daniel_Akpa_Akpro
138,P-04202,Akpeyi,Daniel,1986-03-08,1,0,0,0,1,2018,https://en.wikipedia.org/wiki/Daniel_Akpeyi
139,P-01221,Akwá,not applicable,1977-05-30,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Akw%C3%A1
140,P-09578,Akwuegbu,Benedict,1974-11-03,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/Benedict_Akwuegbu
141,P-04956,Akyel,Fatih,1977-12-26,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Fatih_Akyel
142,P-05015,Al-Anazi,Awad,1968-09-24,0,1,0,0,1,1994,https://en.wikipedia.org/wiki/Awad_Al-Anazi
143,P-00675,Al-Anberi,Abdulaziz,1954-01-03,0,0,0,1,1,1982,https://en.wikipedia.org/wiki/Abdulaziz_Al-Anberi
144,P-03161,Al-Antaif,Tisir,1974-02-16,1,0,0,0,1,1998,https://en.wikipedia.org/wiki/Tisir_Al-Antaif
145,P-02263,Al-Bahri,Ahmed,1980-09-18,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Ahmed_Al-Bahri
146,P-09175,Al-Bishi,Fahad,1965-09-10,0,0,1,0,1,1994,https://en.wikipedia.org/wiki/Fahad_Al-Bishi
147,P-09501,Al-Bishi,Mohamed,1987-05-03,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Mohamed_Al-Bishi
148,P-08579,Al-Breik,Mohammed,1992-09-15,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Mohammed_Al-Breik
149,P-05231,Al-Bulaihi,Ali,1989-11-21,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Ali_Al-Bulaihi
150,P-09837,Al-Buloushi,Abdulaziz,1962-12-04,0,0,0,1,1,1982,https://en.wikipedia.org/wiki/Abdulaziz_Al-Buloushi
151,P-01258,Al-Buloushi,Abdullah,1960-02-16,0,0,0,1,1,1982,https://en.wikipedia.org/wiki/Abdullah_Al-Buloushi
152,P-06167,Al-Dakhil,Faisal,1957-08-13,0,0,0,1,1,1982,https://en.wikipedia.org/wiki/Faisal_Al-Dakhil
153,P-06282,Al-Dawod,Saleh,1968-09-24,0,1,0,0,1,1994,https://en.wikipedia.org/wiki/Saleh_Al-Dawod
154,P-03366,Al-Dawsari,Salem,1991-08-19,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Salem_Al-Dawsari
155,P-04050,Al-Deayea,Mohamed,1972-08-02,1,0,0,0,4,"1994, 1998, 2002, 2006",https://en.wikipedia.org/wiki/Mohamed_Al-Deayea
156,P-05688,Al-Dokhi,Ahmed,1976-10-25,0,1,0,0,3,"1998, 2002, 2006",https://en.wikipedia.org/wiki/Ahmed_Dokhi
157,P-09471,Al-Dosari,Abdullah,1969-11-01,0,1,0,0,1,1994,https://en.wikipedia.org/wiki/Abdullah_Al-Dosari
158,P-03206,Al-Dosari,Khamis,1973-09-08,0,0,1,0,2,"1998, 2002",https://en.wikipedia.org/wiki/Khamis_Al-Dosari
159,P-09549,Al-Dosari,Obeid,1975-10-02,0,0,0,1,2,"1998, 2002",https://en.wikipedia.org/wiki/Obeid_Al-Dosari
160,P-09480,Al-Faraj,Salman,1989-08-01,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Salman_Al-Faraj
161,P-08320,Al-Ghamdi,Omar,1979-04-11,0,0,1,0,2,"2002, 2006",https://en.wikipedia.org/wiki/Omar_Al-Ghamdi
162,P-07084,Al-Ghanim,Nassir,1961-04-04,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Nassir_Al-Ghanim
163,P-03557,Al-Ghesheyan,Fahad,1973-08-01,0,0,0,1,1,1994,https://en.wikipedia.org/wiki/Fahad_Al-Ghesheyan
164,P-02915,Al-Haddad,Abdulrahman,1966-03-23,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/Abdulrahman_Al-Haddad
165,P-07593,Al-Haddad,Muayad,1960-01-01,0,0,0,1,1,1982,https://en.wikipedia.org/wiki/Muayad_Al-Haddad
166,P-00025,Al-Harbi,Ibrahim,1975-07-10,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Ibrahim_Al-Harbi
167,P-04969,Al-Harbi,Mansoor,1987-10-19,0,1,0,0,1,2018,"https://en.wikipedia.org/wiki/Mansoor_Al-Harbi_(footballer,_born_1987)"
168,P-09391,Al-Harthi,Mohsin,1976-07-17,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Mohsin_al-Harthi
169,P-09727,Al-Harthi,Saad,1984-02-03,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Saad_Al-Harthi
170,P-02626,Al-Hashash,Sami,1959-09-15,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Sami_Al-Hashash
171,P-05225,Al-Helwah,Ibrahim,1972-08-18,1,0,0,0,1,1994,https://en.wikipedia.org/wiki/Ibrahim_Al-Helwah
172,P-03274,Al-Houti,Saad,1954-05-24,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Saad_Al-Houti
173,P-06162,Al-Jaber,Sami,1972-12-11,0,0,0,1,4,"1994, 1998, 2002, 2006",https://en.wikipedia.org/wiki/Sami_Al-Jaber
174,P-04801,Al-Jahani,Mohammed,1974-09-28,0,1,0,0,2,"1998, 2002",https://en.wikipedia.org/wiki/Mohammed_Al-Jahani
175,P-07894,Al-Janoubi,Abdulaziz,1974-07-21,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Abdulaziz_Al-Janoubi
176,P-05558,Al-Jasem,Waleed,1959-11-18,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Waleed_Al-Jasem
177,P-00541,Al-Jassim,Taisir,1984-07-25,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Taisir_Al-Jassim
178,P-03607,Al-Jumaan,Abdullah,1977-11-10,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/Abdullah_Al-Jumaan
179,P-04959,Al-Khaibari,Abdullah,1996-08-16,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Abdullah_Al-Khaibari
180,P-06268,Al-Khaibri,Abdulmalek,1986-03-13,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Abdulmalek_Al-Khaibri
181,P-00947,Al-Khathran,Abdulaziz,1973-07-31,0,1,1,0,2,"2002, 2006",https://en.wikipedia.org/wiki/Abdulaziz_Khathran
182,P-04851,Al-Khilaiwi,Mohammed,1971-08-21,0,1,0,0,2,"1994, 1998",https://en.wikipedia.org/wiki/Mohammed_Al-Khilaiwi
183,P-06195,Al-Khojali,Mohammed,1973-01-15,1,0,0,0,1,2002,https://en.wikipedia.org/wiki/Mohammed_Al-Khojali
184,P-00154,Al-Mayouf,Abdullah,1987-01-23,1,0,0,0,1,2018,https://en.wikipedia.org/wiki/Abdullah_Al-Mayouf
185,P-00948,Al-Mehallel,Fahad,1970-11-11,0,0,0,1,2,"1994, 1998",https://en.wikipedia.org/wiki/Fahad_Al-Mehallel
186,P-03533,Al-Mogahwi,Housain,1988-03-24,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Housain_Al-Mogahwi
187,P-00596,Al-Montashari,Hamad,1982-06-22,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Hamad_Al-Montashari
188,P-05438,Al-Mosailem,Yasser,1984-02-27,1,0,0,0,1,2018,https://en.wikipedia.org/wiki/Yasser_Al-Mosailem
189,P-07552,Al-Muwallad,Fahad,1994-09-14,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Fahad_Al-Muwallad
190,P-01912,Al-Muwallid,Khalid,1971-11-23,0,0,1,0,2,"1994, 1998",https://en.wikipedia.org/wiki/Khaled_Al-Muwallid
191,P-03228,Al-Owairan,Saeed,1967-08-19,0,0,1,1,2,"1994, 1998",https://en.wikipedia.org/wiki/Saeed_Al-Owairan
192,P-07471,Al-Owais,Mohammed,1991-10-10,1,0,0,0,1,2018,https://en.wikipedia.org/wiki/Mohammed_Al-Owais
193,P-01126,Al-Qabendi,Jamal,1959-04-07,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Jamal_Al-Qabendi
194,P-00776,Al-Qadi,Naif,1979-04-03,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Naif_Al-Qadi
195,P-05687,Al-Qahtani,Yasser,1982-10-10,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Yasser_Al-Qahtani
196,P-00001,Al-Sadiq,Hussein,1973-10-15,1,0,0,0,2,"1994, 1998",https://en.wikipedia.org/wiki/Hussein_Al-Sadiq
197,P-07744,Al-Sahlawi,Mohammad,1987-01-10,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Mohammad_Al-Sahlawi
198,P-00320,Al-Shahrani,Ibrahim,1974-07-21,0,0,1,1,2,"1998, 2002",https://en.wikipedia.org/wiki/Ibrahim_Al-Shahrani
199,P-00932,Al-Shahrani,Yasser,1992-05-25,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Yasser_Al-Shahrani
200,P-08380,Al-Shalhoub,Mohammad,1980-12-08,0,0,1,0,2,"2002, 2006",https://en.wikipedia.org/wiki/Mohammad_Al-Shalhoub
